-3	-0.00505991	-0.00505991
-2.97	-0.00567205	-0.00566676
-2.94	-0.00626835	-0.00626615
-2.91	-0.0068328	-0.00683249
-2.88	-0.00733725	-0.00733326
-2.85	-0.00773285	-0.00772812
-2.82	-0.00796878	-0.00796809
-2.79	-0.00799309	-0.00799474
-2.76	-0.00774537	-0.00773958
-2.73	-0.00714103	-0.00712363
-2.7	-0.00607751	-0.00605715
-2.67	-0.00445169	-0.0044398
-2.64	-0.00216046	-0.00216107
-2.61	0.000905452	0.000898733
-2.58	0.00487591	0.00486705
-2.55	0.00988507	0.00987701
-2.52	0.0160671	0.0160647
-2.49	0.0235575	0.0235659
-2.46	0.0325032	0.0325118
-2.43	0.0430524	0.0430239
-2.4	0.0552899	0.0552091
-2.37	0.0692554	0.0691528
-2.34	0.0849879	0.0849122
-2.31	0.102526	0.102509
-2.28	0.121905	0.121922
-2.25	0.14311	0.143078
-2.22	0.165983	0.165847
-2.19	0.19022	0.190031
-2.16	0.215507	0.215361
-2.13	0.241528	0.241488
-2.1	0.267962	0.267984
-2.07	0.294334	0.294332
-2.04	0.320008	0.319935
-2.01	0.34422	0.344111
-1.98	0.366176	0.3661
-1.95	0.385082	0.385075
-1.92	0.400128	0.400151
-1.89	0.410383	0.4104
-1.86	0.414873	0.414871
-1.83	0.412624	0.41261
-1.8	0.402664	0.402684
-1.77	0.384124	0.38421
-1.74	0.356296	0.356382
-1.71	0.318487	0.318505
-1.68	0.270026	0.270021
-1.65	0.210549	0.210544
-1.62	0.139882	0.139887
-1.59	0.0580101	0.0580884
-1.56	-0.034629	-0.0345654
-1.53	-0.137513	-0.137521
-1.5	-0.249923	-0.249949
-1.47	-0.370701	-0.370736
-1.44	-0.498603	-0.49849
-1.41	-0.631893	-0.631552
-1.38	-0.768415	-0.768015
-1.35	-0.906001	-0.905759
-1.32	-1.04248	-1.04248
-1.29	-1.17562	-1.17575
-1.26	-1.30293	-1.30306
-1.23	-1.42186	-1.42189
-1.2	-1.52984	-1.52976
-1.17	-1.62444	-1.62432
-1.14	-1.70325	-1.7034
-1.11	-1.76444	-1.76509
-1.08	-1.80691	-1.8078
-1.05	-1.82967	-1.83031
-1.02	-1.8317	-1.83182
-0.99	-1.81208	-1.81202
-0.96	-1.77105	-1.77107
-0.93	-1.70961	-1.70962
-0.9	-1.62882	-1.62884
-0.87	-1.53035	-1.53038
-0.84	-1.4163	-1.4163
-0.81	-1.28908	-1.28908
-0.78	-1.15153	-1.15152
-0.75	-1.00671	-1.00666
-0.72	-0.857816	-0.857702
-0.69	-0.708049	-0.707926
-0.66	-0.560603	-0.56057
-0.63	-0.41866	-0.418743
-0.6	-0.28528	-0.285324
-0.57	-0.163289	-0.162879
-0.54	-0.0543896	-0.0535722
-0.51	0.0401583	0.0408932
-0.48	0.119097	0.119329
-0.45	0.181216	0.181096
-0.42	0.226268	0.22611
-0.39	0.254935	0.254845
-0.36	0.268002	0.268296
-0.33	0.267145	0.267935
-0.3	0.254664	0.255649
-0.27	0.23287	0.233653
-0.24	0.204076	0.204401
-0.21	0.170597	0.170484
-0.18	0.134817	0.134519
-0.15	0.0992456	0.0990465
-0.12	0.066402	0.0664212
-0.09	0.0386977	0.0387178
-0.06	0.0180272	0.0176455
-0.03	0.00516527	0.00447776
-4.91274e-15	0.000544576	1.20675e-28
0.03	0.00459753	0.00447776
0.06	0.0177045	0.0176455
0.09	0.0391158	0.0387178
0.12	0.066989	0.0664212
0.15	0.0994364	0.0990465
0.18	0.134571	0.134519
0.21	0.170422	0.170484
0.24	0.204393	0.204401
0.27	0.233636	0.233653
0.3	0.255613	0.255649
0.33	0.267942	0.267935
0.36	0.26825	0.268296
0.39	0.254637	0.254845
0.42	0.225947	0.22611
0.45	0.181094	0.181096
0.48	0.119167	0.119329
0.51	0.0405543	0.0408932
0.54	-0.0537747	-0.0535722
0.57	-0.162847	-0.162879
0.6	-0.285304	-0.285324
0.63	-0.418905	-0.418743
0.66	-0.560841	-0.56057
0.69	-0.708115	-0.707926
0.72	-0.857732	-0.857702
0.75	-1.00667	-1.00666
0.78	-1.15162	-1.15152
0.81	-1.28905	-1.28908
0.84	-1.41575	-1.4163
0.87	-1.52943	-1.53038
0.9	-1.62796	-1.62884
0.93	-1.70921	-1.70962
0.96	-1.77107	-1.77107
0.99	-1.8118	-1.81202
1.02	-1.83131	-1.83182
1.05	-1.82985	-1.83031
1.08	-1.80769	-1.8078
1.11	-1.76516	-1.76509
1.14	-1.70345	-1.7034
1.17	-1.62431	-1.62432
1.2	-1.52966	-1.52976
1.23	-1.4218	-1.42189
1.26	-1.30309	-1.30306
1.29	-1.17591	-1.17575
1.32	-1.04271	-1.04248
1.35	-0.905941	-0.905759
1.38	-0.76807	-0.768015
1.41	-0.631542	-0.631552
1.44	-0.498496	-0.49849
1.47	-0.370736	-0.370736
1.5	-0.249956	-0.249949
1.53	-0.13752	-0.137521
1.56	-0.0346208	-0.0345654
1.59	0.0580338	0.0580884
1.62	0.139888	0.139887
1.65	0.210468	0.210544
1.68	0.269861	0.270021
1.71	0.318388	0.318505
1.74	0.356373	0.356382
1.77	0.384196	0.38421
1.8	0.402609	0.402684
1.83	0.412514	0.41261
1.86	0.414809	0.414871
1.89	0.410395	0.4104
1.92	0.400177	0.400151
1.95	0.385096	0.385075
1.98	0.3661	0.3661
2.01	0.344111	0.344111
2.04	0.319934	0.319935
2.07	0.294319	0.294332
2.1	0.267962	0.267984
2.13	0.241544	0.241488
2.16	0.215557	0.215361
2.19	0.190306	0.190031
2.22	0.166084	0.165847
2.25	0.143188	0.143078
2.28	0.121913	0.121922
2.31	0.102479	0.102509
2.34	0.0848993	0.0849122
2.37	0.0691509	0.0691528
2.4	0.0552101	0.0552091
2.43	0.0430316	0.0430239
2.46	0.0325183	0.0325118
2.49	0.0235661	0.0235659
2.52	0.0160644	0.0160647
2.55	0.00987654	0.00987701
2.58	0.0048647	0.00486705
2.61	0.000896522	0.000898733
2.64	-0.00216011	-0.00216107
2.67	-0.00443733	-0.0044398
2.7	-0.00606471	-0.00605715
2.73	-0.00713211	-0.00712363
2.76	-0.00770576	-0.00773958
2.79	-0.00793891	-0.00799474


-3	-0.00505991
-2.91899	-0.00666805
