0.00	0.00000	0.00000
0.00	0.09487	0.00000
0.00	0.18974	0.00000
0.00	0.28460	0.00000
0.00	0.37947	0.00000
0.00	0.47434	0.00000
0.00	0.56921	0.00000
0.00	0.66408	0.00000
0.00	0.75895	0.00000
0.00	0.85381	0.00000
0.00	0.94868	0.00000
0.00	1.04355	0.00000
0.00	1.13842	0.00000
0.00	1.23329	0.00000
0.00	1.32816	0.00000
0.00	1.42302	0.00000
0.00	1.51789	0.00000
0.00	1.61276	0.00000
0.00	1.70763	0.00000
0.00	1.80250	0.00000
0.00	1.89737	0.00000
0.00	1.99223	0.00000
0.00	2.08710	0.00000
0.00	2.18197	0.00000
0.00	2.27684	0.00000
0.00	2.37171	0.00000
0.00	2.46658	0.00000
0.00	2.56144	0.00000
0.00	2.65631	0.00000
0.00	2.75118	0.00000
0.00	2.84605	0.00000
0.00	2.94092	0.00000
0.00	3.03579	0.00000
0.00	3.13065	0.00000
0.00	3.22552	0.00000
0.00	3.32039	0.00000
0.00	3.41526	0.00000
0.00	3.51013	0.00000
0.00	3.60500	0.00000
0.00	3.69986	0.00000
0.00	3.79473	0.00000
0.00	3.88960	0.00000
0.00	3.98447	0.00000
0.00	4.07934	0.00000
0.00	4.17421	0.00000
0.00	4.26907	0.00000
0.00	4.36394	0.00000
0.00	4.45881	0.00000
0.00	4.55368	0.00000
0.00	4.64855	0.00000
0.00	4.74342	0.00000
0.00	4.83828	0.00000
0.00	4.93315	0.00000
0.00	5.02802	0.00000
0.00	5.12289	0.00000
0.00	5.21776	0.00000
0.00	5.31263	0.00000
0.00	5.40749	0.00000
0.00	5.50236	0.00000
0.00	5.59723	0.00000
0.00	5.69210	0.00000
0.00	5.78697	0.00000
0.00	5.88184	0.00000
0.00	5.97670	0.00000
0.00	6.07157	0.00000
0.00	6.16644	0.00000
0.00	6.26131	0.00000
0.00	6.35618	0.00000
0.00	6.45105	0.00000
0.00	6.54591	0.00000
0.00	6.64078	0.00000
0.00	6.73565	0.00000
0.00	6.83052	0.00000
0.00	6.92539	0.00000
0.00	7.02026	0.00000
0.00	7.11512	0.00000
0.00	7.20999	0.00000
0.00	7.30486	0.00000
0.00	7.39973	0.00000
0.00	7.49460	0.00000
0.00	7.58947	0.00000
0.00	7.68433	0.00000
0.00	7.77920	0.00000
0.00	7.87407	0.00000
0.00	7.96894	0.00000
0.00	8.06381	0.00000
0.00	8.15868	0.00000
0.00	8.25354	0.00000
0.00	8.34841	0.00000
0.00	8.44328	0.00000
0.00	8.53815	0.00000
0.00	8.63302	0.00000
0.00	8.72789	0.00000
0.00	8.82275	0.00000
0.00	8.91762	0.00000
0.00	9.01249	0.00000
0.00	9.10736	0.00000
0.00	9.20223	0.00000
0.00	9.29710	0.00000
0.00	9.39196	0.00000
0.00	9.48683	0.00000
0.00	9.58170	0.00000
0.00	9.67657	0.00000
0.00	9.77144	0.00000
0.00	9.86631	0.00000
0.00	9.96117	0.00000
0.00	10.05604	0.00000
0.00	10.15091	0.00000
0.00	10.24578	0.00000
0.00	10.34065	0.00000
0.00	10.43552	0.00000
0.00	10.53038	0.00000
0.00	10.62525	0.00000
0.00	10.72012	0.00000
0.00	10.81499	0.00000
0.00	10.90986	0.00000
0.00	11.00473	0.00000
0.00	11.09959	0.00000
0.00	11.19446	0.00000
0.00	11.28933	0.00000
0.00	11.38420	0.00000
0.00	11.47907	0.00000
0.00	11.57394	0.00000
0.00	11.66880	0.00000
0.00	11.76367	0.00000
0.00	11.85854	0.00000
0.00	11.95341	0.00000
0.00	12.04828	0.00000
0.00	12.14315	0.00000
0.00	12.23801	0.00000
0.00	12.33288	0.00000
0.00	12.42775	0.00000
0.00	12.52262	0.00000
0.00	12.61749	0.00000
0.00	12.71236	0.00000
0.00	12.80722	0.00000
0.00	12.90209	0.00000
0.00	12.99696	0.00000
0.00	13.09183	0.00000
0.00	13.18670	0.00000
0.00	13.28157	0.00000
0.00	13.37643	0.00000
0.00	13.47130	0.00000
0.00	13.56617	0.00000
0.00	13.66104	0.00000
0.00	13.75591	0.00000
0.00	13.85078	0.00000
0.00	13.94564	0.00000
0.00	14.04051	0.00000
0.00	14.13538	0.00000
0.00	14.23025	0.00000
0.00	14.32512	0.00000
0.00	14.41999	0.00000
0.00	14.51485	0.00000
0.00	14.60972	0.00000
0.00	14.70459	0.00000
0.00	14.79946	0.00000
0.00	14.89433	0.00000
0.00	14.98919	0.00000
0.00	15.08406	0.00000
0.00	15.17893	0.00000
0.00	15.27380	0.00000
0.00	15.36867	0.00000
0.00	15.46354	0.00000
0.00	15.55840	0.00000
0.00	15.65327	0.00000
0.00	15.74814	0.00000
